trip_id,start_time,end_time,has_shape,color
A20161106SAT_050900_GS.S03R,30540,30630,True,6D6E71
A20161106SAT_051500_GS.N03R,30900,30990,True,6D6E71
A20161106SAT_051900_GS.S03R,31140,31230,True,6D6E71
A20161106SAT_052500_GS.N03R,31500,31590,True,6D6E71
A20161106SAT_052900_GS.S03R,31740,31830,True,6D6E71
A20161106SAT_053500_GS.N03R,32100,32190,True,6D6E71
A20161106SAT_053900_GS.S03R,32340,32430,True,6D6E71
A20161106SAT_054500_GS.N03R,32700,32790,True,6D6E71
A20161106SAT_054900_GS.S03R,32940,33030,True,6D6E71
A20161106SAT_055500_GS.N03R,33300,33390,True,6D6E71
A20161106SAT_055900_GS.S03R,33540,33630,True,6D6E71
A20161106SAT_056500_GS.N03R,33900,33990,True,6D6E71
A20161106SAT_056900_GS.S03R,34140,34230,True,6D6E71
A20161106SAT_057500_GS.N03R,34500,34590,True,6D6E71
A20161106SAT_057900_GS.S03R,34740,34830,True,6D6E71
A20161106SAT_058500_GS.N03R,35100,35190,True,6D6E71
A20161106SAT_058900_GS.S03R,35340,35430,True,6D6E71
A20161106SAT_059500_GS.N03R,35700,35790,True,6D6E71
A20161106SAT_059900_GS.S03R,35940,36030,True,6D6E71
A20161106SAT_060500_GS.N03R,36300,36390,True,6D6E71
A20161106SAT_060900_GS.S03R,36540,36630,True,6D6E71
A20161106SAT_061500_GS.N03R,36900,36990,True,6D6E71
A20161106SAT_061900_GS.S03R,37140,37230,True,6D6E71
A20161106SAT_062500_GS.N03R,37500,37590,True,6D6E71
A20161106SAT_062900_GS.S03R,37740,37830,True,6D6E71
A20161106SAT_063500_GS.N03R,38100,38190,True,6D6E71
A20161106SAT_063900_GS.S03R,38340,38430,True,6D6E71
A20161106SAT_064500_GS.N03R,38700,38790,True,6D6E71
A20161106SAT_064900_GS.S03R,38940,39030,True,6D6E71
A20161106SAT_065500_GS.N03R,39300,39390,True,6D6E71
A20161106SAT_065900_GS.S03R,39540,39630,True,6D6E71
A20161106SAT_066500_GS.N03R,39900,39990,True,6D6E71
A20161106SAT_066900_GS.S03R,40140,40230,True,6D6E71
A20161106SAT_067500_GS.N03R,40500,40590,True,6D6E71
A20161106SAT_067900_GS.S03R,40740,40830,True,6D6E71
A20161106SAT_068500_GS.N03R,41100,41190,True,6D6E71
A20161106SAT_068900_GS.S03R,41340,41430,True,6D6E71
A20161106SAT_069500_GS.N03R,41700,41790,True,6D6E71
A20161106SAT_069900_GS.S03R,41940,42030,True,6D6E71
A20161106SAT_070500_GS.N03R,42300,42390,True,6D6E71
A20161106SAT_070900_GS.S03R,42540,42630,True,6D6E71
A20161106SAT_071500_GS.N03R,42900,42990,True,6D6E71
A20161106SAT_071900_GS.S03R,43140,43230,True,6D6E71
A20161106SAT_072500_GS.N03R,43500,43590,True,6D6E71
A20161106SAT_072900_GS.S03R,43740,43830,True,6D6E71
A20161106SAT_073500_GS.N03R,44100,44190,True,6D6E71
A20161106SAT_073900_GS.S03R,44340,44430,True,6D6E71
A20161106SAT_074500_GS.N03R,44700,44790,True,6D6E71
A20161106SAT_074900_GS.S03R,44940,45030,True,6D6E71
A20161106SAT_075500_GS.N03R,45300,45390,True,6D6E71
A20161106SAT_075900_GS.S03R,45540,45630,True,6D6E71
A20161106SAT_076500_GS.N03R,45900,45990,True,6D6E71
A20161106SAT_076900_GS.S03R,46140,46230,True,6D6E71
A20161106SAT_077500_GS.N03R,46500,46590,True,6D6E71
A20161106SAT_077900_GS.S03R,46740,46830,True,6D6E71
A20161106SAT_078500_GS.N03R,47100,47190,True,6D6E71
A20161106SAT_078900_GS.S03R,47340,47430,True,6D6E71
A20161106SAT_079500_GS.N03R,47700,47790,True,6D6E71
A20161106SAT_079900_GS.S03R,47940,48030,True,6D6E71
A20161106SAT_080500_GS.N03R,48300,48390,True,6D6E71
A20161106SAT_080900_GS.S03R,48540,48630,True,6D6E71
A20161106SAT_081500_GS.N03R,48900,48990,True,6D6E71
A20161106SAT_081900_GS.S03R,49140,49230,True,6D6E71
A20161106SAT_082500_GS.N03R,49500,49590,True,6D6E71
A20161106SAT_082900_GS.S03R,49740,49830,True,6D6E71
A20161106SAT_083500_GS.N03R,50100,50190,True,6D6E71
A20161106SAT_083900_GS.S03R,50340,50430,True,6D6E71
A20161106SAT_084500_GS.N03R,50700,50790,True,6D6E71
A20161106SAT_084900_GS.S03R,50940,51030,True,6D6E71
A20161106SAT_085500_GS.N03R,51300,51390,True,6D6E71
A20161106SAT_085900_GS.S03R,51540,51630,True,6D6E71
A20161106SAT_086500_GS.N03R,51900,51990,True,6D6E71
A20161106SAT_086900_GS.S03R,52140,52230,True,6D6E71
A20161106SAT_087500_GS.N03R,52500,52590,True,6D6E71
A20161106SAT_087900_GS.S03R,52740,52830,True,6D6E71
A20161106SAT_088500_GS.N03R,53100,53190,True,6D6E71
A20161106SAT_088900_GS.S03R,53340,53430,True,6D6E71
A20161106SAT_089500_GS.N03R,53700,53790,True,6D6E71
A20161106SAT_089900_GS.S03R,53940,54030,True,6D6E71
A20161106SAT_090500_GS.N03R,54300,54390,True,6D6E71
A20161106SAT_090900_GS.S03R,54540,54630,True,6D6E71
A20161106SAT_091500_GS.N03R,54900,54990,True,6D6E71
A20161106SAT_091900_GS.S03R,55140,55230,True,6D6E71
A20161106SAT_092500_GS.N03R,55500,55590,True,6D6E71
A20161106SAT_092900_GS.S03R,55740,55830,True,6D6E71
A20161106SAT_093500_GS.N03R,56100,56190,True,6D6E71
A20161106SAT_093900_GS.S03R,56340,56430,True,6D6E71
A20161106SAT_094500_GS.N03R,56700,56790,True,6D6E71
A20161106SAT_094900_GS.S03R,56940,57030,True,6D6E71
A20161106SAT_095500_GS.N03R,57300,57390,True,6D6E71
A20161106SAT_095900_GS.S03R,57540,57630,True,6D6E71
A20161106SAT_096500_GS.N03R,57900,57990,True,6D6E71
A20161106SAT_096900_GS.S03R,58140,58230,True,6D6E71
A20161106SAT_097500_GS.N03R,58500,58590,True,6D6E71
A20161106SAT_097900_GS.S03R,58740,58830,True,6D6E71
A20161106SAT_098500_GS.N03R,59100,59190,True,6D6E71
A20161106SAT_098900_GS.S03R,59340,59430,True,6D6E71
A20161106SAT_099500_GS.N03R,59700,59790,True,6D6E71
A20161106SAT_099900_GS.S03R,59940,60030,True,6D6E71
A20161106SAT_100500_GS.N03R,60300,60390,True,6D6E71
A20161106SAT_100900_GS.S03R,60540,60630,True,6D6E71
A20161106SAT_101500_GS.N03R,60900,60990,True,6D6E71
A20161106SAT_101900_GS.S03R,61140,61230,True,6D6E71
A20161106SAT_102500_GS.N03R,61500,61590,True,6D6E71
A20161106SAT_102900_GS.S03R,61740,61830,True,6D6E71
A20161106SAT_103500_GS.N03R,62100,62190,True,6D6E71
A20161106SAT_103900_GS.S03R,62340,62430,True,6D6E71
A20161106SAT_104500_GS.N03R,62700,62790,True,6D6E71
A20161106SAT_104900_GS.S03R,62940,63030,True,6D6E71
A20161106SAT_105500_GS.N03R,63300,63390,True,6D6E71
A20161106SAT_105900_GS.S03R,63540,63630,True,6D6E71
A20161106SAT_106500_GS.N03R,63900,63990,True,6D6E71
A20161106SAT_106900_GS.S03R,64140,64230,True,6D6E71
A20161106SAT_107500_GS.N03R,64500,64590,True,6D6E71
A20161106SAT_107900_GS.S03R,64740,64830,True,6D6E71
A20161106SAT_108500_GS.N03R,65100,65190,True,6D6E71
A20161106SAT_108900_GS.S03R,65340,65430,True,6D6E71
A20161106SAT_109500_GS.N03R,65700,65790,True,6D6E71
A20161106SAT_109900_GS.S03R,65940,66030,True,6D6E71
A20161106SAT_110500_GS.N03R,66300,66390,True,6D6E71
A20161106SAT_110900_GS.S03R,66540,66630,True,6D6E71
A20161106SAT_111500_GS.N03R,66900,66990,True,6D6E71
A20161106SAT_111900_GS.S03R,67140,67230,True,6D6E71
A20161106SAT_112500_GS.N03R,67500,67590,True,6D6E71
A20161106SAT_112900_GS.S03R,67740,67830,True,6D6E71
A20161106SAT_113500_GS.N03R,68100,68190,True,6D6E71
A20161106SAT_113900_GS.S03R,68340,68430,True,6D6E71
A20161106SAT_114500_GS.N03R,68700,68790,True,6D6E71
A20161106SAT_114900_GS.S03R,68940,69030,True,6D6E71
A20161106SAT_115500_GS.N03R,69300,69390,True,6D6E71
A20161106SAT_115900_GS.S03R,69540,69630,True,6D6E71
A20161106SAT_116500_GS.N03R,69900,69990,True,6D6E71
A20161106SAT_116900_GS.S03R,70140,70230,True,6D6E71
A20161106SAT_117500_GS.N03R,70500,70590,True,6D6E71
A20161106SAT_117900_GS.S03R,70740,70830,True,6D6E71
A20161106SAT_118500_GS.N03R,71100,71190,True,6D6E71
A20161106SAT_118900_GS.S03R,71340,71430,True,6D6E71
A20161106SUN_069000_GS.N03R,41400,41490,True,6D6E71
A20161106SUN_069400_GS.S03R,41640,41730,True,6D6E71
A20161106SUN_070000_GS.N03R,42000,42090,True,6D6E71
A20161106SUN_070400_GS.S03R,42240,42330,True,6D6E71
A20161106SUN_071000_GS.N03R,42600,42690,True,6D6E71
A20161106SUN_071400_GS.S03R,42840,42930,True,6D6E71
A20161106SUN_072000_GS.N03R,43200,43290,True,6D6E71
A20161106SUN_072400_GS.S03R,43440,43530,True,6D6E71
A20161106SUN_073000_GS.N03R,43800,43890,True,6D6E71
A20161106SUN_073400_GS.S03R,44040,44130,True,6D6E71
A20161106SUN_074000_GS.N03R,44400,44490,True,6D6E71
A20161106SUN_074400_GS.S03R,44640,44730,True,6D6E71
A20161106SUN_075000_GS.N03R,45000,45090,True,6D6E71
A20161106SUN_075400_GS.S03R,45240,45330,True,6D6E71
A20161106SUN_076000_GS.N03R,45600,45690,True,6D6E71
A20161106SUN_076400_GS.S03R,45840,45930,True,6D6E71
A20161106SUN_077000_GS.N03R,46200,46290,True,6D6E71
A20161106SUN_077400_GS.S03R,46440,46530,True,6D6E71
A20161106SUN_078000_GS.N03R,46800,46890,True,6D6E71
A20161106SUN_078400_GS.S03R,47040,47130,True,6D6E71
A20161106SUN_079000_GS.N03R,47400,47490,True,6D6E71
A20161106SUN_079400_GS.S03R,47640,47730,True,6D6E71
A20161106SUN_080000_GS.N03R,48000,48090,True,6D6E71
A20161106SUN_080400_GS.S03R,48240,48330,True,6D6E71
A20161106SUN_081000_GS.N03R,48600,48690,True,6D6E71
A20161106SUN_081400_GS.S03R,48840,48930,True,6D6E71
A20161106SUN_082000_GS.N03R,49200,49290,True,6D6E71
A20161106SUN_082400_GS.S03R,49440,49530,True,6D6E71
A20161106SUN_083000_GS.N03R,49800,49890,True,6D6E71
A20161106SUN_083400_GS.S03R,50040,50130,True,6D6E71
A20161106SUN_084000_GS.N03R,50400,50490,True,6D6E71
A20161106SUN_084400_GS.S03R,50640,50730,True,6D6E71
A20161106SUN_085000_GS.N03R,51000,51090,True,6D6E71
A20161106SUN_085400_GS.S03R,51240,51330,True,6D6E71
A20161106SUN_086000_GS.N03R,51600,51690,True,6D6E71
A20161106SUN_086400_GS.S03R,51840,51930,True,6D6E71
A20161106SUN_087000_GS.N03R,52200,52290,True,6D6E71
A20161106SUN_087400_GS.S03R,52440,52530,True,6D6E71
A20161106SUN_088000_GS.N03R,52800,52890,True,6D6E71
A20161106SUN_088400_GS.S03R,53040,53130,True,6D6E71
A20161106SUN_089000_GS.N03R,53400,53490,True,6D6E71
A20161106SUN_089400_GS.S03R,53640,53730,True,6D6E71
A20161106SUN_090000_GS.N03R,54000,54090,True,6D6E71
A20161106SUN_090400_GS.S03R,54240,54330,True,6D6E71
A20161106SUN_091000_GS.N03R,54600,54690,True,6D6E71
A20161106SUN_091400_GS.S03R,54840,54930,True,6D6E71
A20161106SUN_092000_GS.N03R,55200,55290,True,6D6E71
A20161106SUN_092400_GS.S03R,55440,55530,True,6D6E71
A20161106SUN_093000_GS.N03R,55800,55890,True,6D6E71
A20161106SUN_093400_GS.S03R,56040,56130,True,6D6E71
A20161106SUN_094000_GS.N03R,56400,56490,True,6D6E71
A20161106SUN_094400_GS.S03R,56640,56730,True,6D6E71
A20161106SUN_095000_GS.N03R,57000,57090,True,6D6E71
A20161106SUN_095400_GS.S03R,57240,57330,True,6D6E71
A20161106SUN_096000_GS.N03R,57600,57690,True,6D6E71
A20161106SUN_096400_GS.S03R,57840,57930,True,6D6E71
A20161106SUN_097000_GS.N03R,58200,58290,True,6D6E71
A20161106SUN_097400_GS.S03R,58440,58530,True,6D6E71
A20161106SUN_098000_GS.N03R,58800,58890,True,6D6E71
A20161106SUN_098400_GS.S03R,59040,59130,True,6D6E71
A20161106SUN_099000_GS.N03R,59400,59490,True,6D6E71
A20161106SUN_099400_GS.S03R,59640,59730,True,6D6E71
A20161106SUN_100000_GS.N03R,60000,60090,True,6D6E71
A20161106SUN_100400_GS.S03R,60240,60330,True,6D6E71
A20161106SUN_101000_GS.N03R,60600,60690,True,6D6E71
